gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.03656563308573,540.73
Female,1,No,No,12,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.475538963979076,281.71
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.514333791019325,1981.03
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.04170989558253,7670.96
Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.86130640173641,1142.47
Female,0,Yes,No,16,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.18911407481143,1539.03
Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),27.05336158472558,135.27
Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,100.25314913749787,1303.29
Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,112.18133508624379,1907.08
Male,0,No,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.05457452143339,126.33
Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.06322050012662,1513.71
Female,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),101.08774752476354,2325.02
Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.4780085622707,2435.47
Female,0,No,No,27,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.189312214149233,545.11
Male,0,No,No,61,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.272065704891798,1724.6
Male,0,Yes,Yes,67,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.610987152341046,1715.94
Male,0,No,No,25,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.334901426416163,458.37
Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.07896699668616,1635.5
Male,0,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.54706974231617,3550.71
Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.54581141529435,7564.75
Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.68897827960886,176.07
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,70.684336878473,4877.22
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.863954161603463,240.5
Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,63.99738079419389,3455.86
Male,0,Yes,No,30,Yes,Yes,No,No,Yes,No,No,No,No,One year,No,Electronic check,67.354865528788,2020.65
Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.795072542734665,2743.19
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),96.28796285931135,6836.45
Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,89.83416728544104,1886.52
Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,106.26459830424895,1062.65
Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,84.00142831075152,2940.05
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,65.0356776339525,1625.89
Female,0,Yes,No,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.80468571633348,0.0
Female,1,No,No,45,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.07163431643961,4548.22
Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.035012346576902,560.98
Male,1,No,No,7,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),92.0759514411372,644.53
Female,0,No,Yes,8,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.21503002676663,569.72
Male,0,No,No,9,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.68750821631034,195.19
Female,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,74.59038097698804,0.0
Female,0,No,No,11,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.91323723602768,1231.05
Male,1,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.38681944114594,403.09
Female,0,Yes,No,14,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,117.41303623287311,1643.78
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.59995013066667,7891.2
Female,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.205881806835684,1539.35
Female,0,No,No,55,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.75767214906965,6311.67
Female,0,No,No,17,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.190959482173092,394.25
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.41654412863107,5186.91
Male,0,No,No,51,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.841494067063042,1062.92
Female,0,No,No,30,Yes,Yes,No,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),120.0,3600.0
Male,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.955160894656316,1617.31
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,111.7415947163333,8045.39
Female,0,No,No,12,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.715548180513192,332.59
Male,0,No,No,27,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.08132444847448,2648.2
Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.5862958160376,531.52
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.419315188688277,268.61
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.1852037319203,2786.82
Female,0,No,No,59,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.836469374863707,1406.35
Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,102.60071663603381,0.0
Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,69.89543565538101,698.95
Male,1,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.76969666753355,1990.16
Male,1,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.68724430454934,5397.17
Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),74.43298130650953,2084.12
Male,1,Yes,No,68,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.57592223363658,6431.16
Male,0,Yes,No,51,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),56.88537088001174,2901.15
Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.85548989363772,830.84
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,97.46137980304027,682.23
Male,1,Yes,No,41,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),49.216642037724675,2017.88
Male,0,No,No,31,Yes,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,72.03917086459832,2233.21
Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.1165183161885,848.93
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.47997784490852,184.96
Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),98.66253197004416,591.98
Female,1,No,No,5,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,26.616183373594186,133.08
Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.48295168765662,1712.07
Male,0,Yes,No,50,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,57.33735290770178,2866.87
Male,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.654309655401544,598.97
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,103.76162812200056,7470.84
Male,0,Yes,No,70,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.60124376076675,3122.09
Male,0,Yes,Yes,64,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.89784974788844,5241.46
Female,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),120.0,3960.0
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),79.1829956967594,5305.26
Male,0,Yes,Yes,20,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.637622755572075,452.75
Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.54783078236838,3907.72
Male,1,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8160.0
Female,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),53.64882383134088,268.24
Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,57.00958407455143,969.16
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.89853880896345,7966.2
Male,0,No,No,21,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.579505234968504,432.17
Female,0,Yes,Yes,60,Yes,Yes,No,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,77.64653298467994,4658.79
Male,0,No,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.389763221334245,1684.06
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.32561412301148,866.93
Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.25968842312881,5308.36
Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.084984661788674,1178.99
Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.46965896275611,186.94
Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.37128042411013,1328.17
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.19710703023522,1497.55
Male,0,No,No,72,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,58.39528436448514,4204.46
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,120.0,8640.0
Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.3353589654396,7728.15
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.95876794309967,7229.36
Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,101.6798535765401,7320.95
Male,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.645768905722704,662.08
Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,114.56885268686324,3780.77
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.797118241090956,152.58
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.164112328126038,509.61
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.997356363021385,183.98
Female,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,61.51045871500998,307.55
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,120.0,8640.0
Male,0,No,No,41,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.878011850612918,938.0
Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.37214674053438,596.23
Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.37939591736549,369.52
Female,0,No,No,17,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.91086642151336,389.48
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.73041012467543,340.38
Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,92.33426332078727,1015.68
Male,0,No,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.83063132102131,2634.92
Male,0,No,No,38,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75337532628841,788.63
Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.0,6240.0
Male,0,Yes,Yes,41,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,4920.0
Male,0,Yes,Yes,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.35510702636031,520.91
Male,0,Yes,Yes,23,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.09084549524214,1819.09
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),89.89450441910579,6472.4
Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.85953580686058,2514.38
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,29.09995290162605,29.1
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,75.39307379651194,5277.52
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,94.22106332604386,471.11
Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,90.05986620283979,2791.86
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),95.47931656432083,1050.27
Male,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),114.67860930017851,3440.36
Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,68.24967349927789,3207.73
Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,3360.0
Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,97.91571289896066,6560.35
Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,81.09961418679758,5271.47
Male,0,Yes,No,35,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.54903373227282,2714.22
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.967926748221515,1597.95
Male,0,No,No,26,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.42102230716443,660.95
Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),89.84998895974306,628.95
Male,0,No,No,46,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.12300620867912,1569.66
Male,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.768710833635705,0.0
Male,0,Yes,No,59,Yes,Yes,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,120.0,7080.0
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.506275895291626,1681.87
Female,0,No,No,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.00035448490509,0.0
Male,0,No,Yes,15,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.115416237243675,361.73
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.647889204727814,0.0
Female,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),42.877220178762926,385.89
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,58.66192063744832,4223.66
Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,4200.0
Female,0,No,No,70,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.129492208204713,1899.06
Female,0,Yes,Yes,45,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.14461389161868,3786.51
Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,70.36570066094328,140.73
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.75480500521466,6750.35
Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.566506908348178,315.93
Male,0,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.73459665054716,181.88
Female,0,No,No,17,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.45146489368024,1741.67
Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,8400.0
Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.17529327262362,716.93
Male,0,No,Yes,2,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.18684885112413,48.37
Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.3579387809342,2936.17
Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,61.04234808015958,2075.44
Male,0,No,No,23,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.21934574953132,511.04
Male,0,Yes,Yes,46,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.00207427882056,5382.1
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),55.054331193761136,1486.47
Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,78.3414761307054,3055.32
Male,0,Yes,No,0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,26.065649667258185,0.0
Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,82.18804298222226,493.13
Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.347114839123716,661.76
Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.911747997378964,2009.65
Male,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,81.00656176552992,648.05
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.04364094397262,1470.92
Female,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.956976832073156,149.78
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.02876266697947,1495.66
Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.64730570492982,1059.06
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.06573278755246,4471.7
Male,1,Yes,No,27,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.6284889539393,2014.97
Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),77.2810184448865,1313.78
Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.428837462975665,1435.72
Female,0,No,No,48,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.01261613972553,1104.61
Male,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.9025321647646,0.0
Male,0,No,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.81331646221102,1285.39
Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,85.41948443809092,1025.03
Female,0,No,No,67,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.649536428703158,1383.52
Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,53.49859150042962,374.49
Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.68578566901822,4945.38
Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,8640.0
Male,0,Yes,No,48,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),51.20112158278451,2457.65
Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,81.35585266781804,2522.03
Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.19985199180782,255.6
Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),80.60176542591813,403.01
Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,71.90507886947489,1653.82
Male,0,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.83277563506952,398.33
